date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:23:40	92192/92192	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:43%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html	(from )
16:23:41	85/85	---MCZ	200	added ('OK')	text/plain	etag:W/%2257d5379b-41%22	http://sitetemplate.demo.ithemeslab.com/robots.txt		(from )
16:23:42	1150/1150	---MCZ	200	added ('OK')	image/x-icon	etag:W/%225ab5eac9-47e%22	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/favicon.ico	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/favicon.ico	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:42	2055/2055	---M--	200	added ('OK')	image/png	etag:%225ab5eac8-807%22	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/apple-icon-57x57.png	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/apple-icon-57x57.png	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:43	7695/7695	---M--	200	added ('OK')	image/png	etag:%225ab5eac8-1e0f%22	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/apple-icon-72x72.png	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/apple-icon-72x72.png	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:43	4571/4571	---M--	200	added ('OK')	image/png	etag:%225ab5eac7-11db%22	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/apple-icon-114x114.png	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/apple-icon-114x114.png	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:44	18897/18897	---M--	200	added ('OK')	image/png	etag:%225ab5eac7-49d1%22	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/apple-icon-144x144.png	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/favicon/apple-icon-144x144.png	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:45	144877/144877	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:06:22%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/bootstrap.min.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/bootstrap.min.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:45	38581/38581	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:06:23%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/font-awesome.min.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/font-awesome.min.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:45	1259/1259	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:06:23%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/flaticon.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/flaticon.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:46	2936/2936	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:06:25%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/owl.carousel.min.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/owl.carousel.min.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:46	936/936	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:06:26%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/owl.theme.default.min.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/owl.theme.default.min.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:46	57095/57095	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:06:22%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/animate.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/animate.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:47	3800/3800	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:06:25%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/lightbox.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/lightbox.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:47	13122/13122	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:05:54%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/responsive.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/responsive.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:48	67296/67296	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:05:55%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/style.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/style.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:48	15514/15514	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab5eb56-3c9a%22	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/js/vendor/modernizr-2.8.3.min.js	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/js/vendor/modernizr-2.8.3.min.js	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:48	16819/16819	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Mar%202018%2006:06:24%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/jquery-ui.min.css	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/css/vendor/jquery-ui.min.css	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:49	3614/3614	---M--	200	added ('OK')	image/png	etag:%225ab5eb14-e1e%22	http://sitetemplate.demo.ithemeslab.com/eventex/demo/assets/img/logo/logo.png	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/assets/img/logo/logo.png	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:49	90795/90795	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:47%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/index.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/index.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:49	90387/90387	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:45%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-3.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/home-3.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:50	90937/90937	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:45%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-4.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/home-4.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:50	19557/19557	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:46%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-5.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/home-5.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:51	31717/31717	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:38%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/about.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/about.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:51	14561/14561	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:41%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/error-404.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/error-404.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:51	25665/25665	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:48%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/pricing.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/pricing.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:51	19664/19664	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:40%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/contact.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/contact.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:52	30668/30668	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:50%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/speakers.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/speakers.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:53	19428/19428	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:49%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/speakers-single.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/speakers-single.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:53	23212/23212	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:41%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/event-schedule.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/event-schedule.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
16:23:53	62929/62929	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Mar%202018%2006:05:43%20GMT	http://sitetemplate.demo.ithemeslab.com/eventex/demo/event-table.html	D:/iosd%20techday/sitetemplate.demo.ithemeslab.com/eventex/demo/event-table.html	(from http://sitetemplate.demo.ithemeslab.com/eventex/demo/home-2.html)
